"","Author","Year","Title","Journal","Volume","Issue","Pages"
"55987","Hinde, C. A., Buchanan, K. L. and Kilner, R. M.",2009,"Prenatal environmental effects match offspring begging to parental provisioning","Proceedings of the Royal Society B-Biological Sciences","276"," 1668 ","2787-2794"
"41867","Usherwood, J. R. and Wilson, A. M.",2006,"Accounting for elite indoor 200 m sprint results","Biology Letters","2","1","47-50"
"57538","Anten, N. P. R., von Wettberg, E. J., Pawlowski, M. and Huber, H.",2009,"Interactive Effects of Spectral Shading and Mechanical Stress on the Expression and Costs of Shade Avoidance","American Naturalist","173"," 2 ","241-255"
"34652","Williams, P., Whitfield, M., Biggs, J., Bray, S., Fox, G., Nicolet, P. and Sear, D.",2004,"Comparative biodiversity of rivers, streams, ditches and ponds in an agricultural landscape in Southern England","Biological Conservation","115","2","329-341"
"77331","Namiki, S., Daimon, T., Iwatsuki, C., Shimada, T. and Kanzaki, R.",2014,"Antennal lobe organization and pheromone usage in bombycid moths","Biology Letters","10"," 4 ",""
"67611","Schleip, C., Ankerst, D. P., Bock, A., Estrella, N. and Menzel, A.",2012,"Comprehensive methodological analysis of long-term changes in phenological extremes in Germany","Global Change Biology","18"," 7 ","2349-2364"
"76338","Andriamalala, D. and Hormiga, G.",2013,"Systematics of the Goblin Spider Genus Opopaea (Araneae, Oonopidae) in Madagascar","Bulletin of the American Museum of Natural History"," "," 380 ","1-156"
"62108","Yvon-Durocher, G., Montoya, J. M., Woodward, G., Jones, J. I. and Trimmer, M.",2011,"Warming increases the proportion of primary production emitted as methane from freshwater mesocosms","Global Change Biology","17"," 2 ","1225-1234"
"49347","Abrams, P. A. and Nakajima, M.",2007,"Does competition between resources change the competition between their consumers to mutualism? Variations on two themes by Vandermeer","American Naturalist","170"," 5 ","744-757"
"38011","Williams, S. L., Ebert, T. A. and Allen, B. J.",2005,"Does the recruitment of a non-native mussel in native eelgrass habitat explain their disjunct adult distributions?","Diversity and Distributions","11","5","409-416"
"78715","Beauchesne, D., Jaeger, J. A. G. and St-Laurent, M. H.",2014,"Thresholds in the capacity of boreal caribou to cope with cumulative disturbances: Evidence from space use patterns","Biological Conservation","172"," ","190-199"
"42902","Niinemets, U. and Valladares, F.",2006,"Tolerance to shade, drought, and waterlogging of temperate Northern Hemisphere trees and shrubs","Ecological Monographs","76","4","521-547"
"59872","Laurance, W. F., Koh, L. P., Butler, R., Sodhi, N. S., Bradshaw, C. J. A., Neidel, J. D., Consunji, H. and Vega, J. M.",2010,"Improving the Performance of the Roundtable on Sustainable Palm Oil for Nature Conservation","Conservation Biology","24"," 2 ","377-381"
"69312","Jones, E. I. and Gomulkiewicz, R.",2012,"Biotic Interactions, Rapid Evolution, and the Establishment of Introduced Species","American Naturalist","179"," 2 ","E28-E36"
"52880","Buchkremer, E. M. and Reinhold, K.",2008,"Sector fidelity - an advantageous foraging behavior resulting from a heuristic search strategy","Behavioral Ecology","19"," 5 ","984-989"
"51924","Hannah, L., Dave, R., Lowry, P. P., Andelman, S., Andrianarisata, M., Andriamaro, L., Cameron, A., Hijmans, R., Kremen, C., MacKinnon, J., Randrianasolo, H. H., Andriambololonera, S., Razafimpahanana, A., Randriamahazo, H., Randrianarisoa, J., Razafinjatovo, P., Raxworthy, C., Schatz, G. E., Tadross, M. and Wilmee, L.",2008,"Climate change adaptation for conservation in Madagascar","Biology Letters","4"," 5 ","590-594"
"37610","Boddey, R. M., Macedo, R., Tarre, R. M., Ferreira, E., de Oliveira, O. C., Rezende, C. D., Cantarutti, R. B., Pereira, J. M., Alves, B. J. R. and Urquiaga, S.",2004,"Nitrogen cycling in Brachiaria pastures: the key to understanding the process of pasture decline","Agriculture Ecosystems & Environment","103","2","389-403"
"36057","Mallin, M. A., McIver, M. R., Ensign, S. H. and Cahoon, L. B.",2004,"Photosynthetic and heterotrophic impacts of nutrient loading to blackwater streams","Ecological Applications","14","3","823-838"
"53334","Zwart, M. P., Hemerik, L., Cory, J. S., de Visser, J. A. G. M., Bianchi, F. J. J. A., Van Oers, M. M., Vlak, J. M., Hoekstra, R. F. and Van der Werf, W.",2009,"An experimental test of the independent action hypothesis in virus-insect pathosystems","Proceedings of the Royal Society B-Biological Sciences","276"," 1665 ","2233-2242"
"51962","Haddad, N. M., Holyoak, M., Mata, T. M., Davies, K. F., Melbourne, B. A. and Preston, K.",2008,"Species' traits predict the effects of disturbance and productivity on diversity","Ecology Letters","11"," 4 ","348-356"
"56632","Egoh, B., Reyers, B., Rouget, M., Bode, M. and Richardson, D. M.",2009,"Spatial congruence between biodiversity and ecosystem services in South Africa","Biological Conservation","142"," 3 ","553-562"
"75921","Bozec, Y. M., Yakob, L., Bejarano, S. and Mumby, P. J.",2013,"Reciprocal facilitation and non-linearity maintain habitat engineering on coral reefs","Oikos","122"," 3 ","428-440"
"52769","Catullo, G., Masi, M., Falcucci, A., Maiorano, L., Rondinini, C. and Boitani, L.",2008,"A gap analysis of Southeast Asian mammals based on habitat suitability models","Biological Conservation","141"," 11 ","2730-2744"
"59772","Linari, M., Caremani, M. and Lombardi, V.",2010,"A kinetic model that explains the effect of inorganic phosphate on the mechanics and energetics of isometric contraction of fast skeletal muscle","Proceedings of the Royal Society B-Biological Sciences","277"," 1678 ","19-27"
"58852","Redpath, N., Osgathorpe, L. M., Park, K. and Goulson, D.",2010,"Crofting and bumblebee conservation: The impact of land management practices on bumblebee populations in northwest Scotland","Biological Conservation","143"," 2 ","492-500"
"49267","Andrew, N. R. and Hughes, L.",2007,"Potential host colonization by insect herbivores in a warmer climate: a transplant experiment","Global Change Biology","13"," 8 ","1539-1549"
"42370","Russell, J. A. and Moran, N. A.",2006,"Costs and benefits of symbiont infection in aphids: variation among symbionts and across temperatures","Proceedings of the Royal Society B-Biological Sciences","273","1586","603-610"
"75635","Chen, G. K., Kery, M., Plattner, M., Ma, K. P. and Gardner, B.",2013,"Imperfect detection is the rule rather than the exception in plant distribution studies","Journal of Ecology","101"," 1 ","183-191"
"55072","Metzger, J. P.",2009,"Conservation issues in the Brazilian Atlantic forest","Biological Conservation","142"," 6 ","1138-1140"
"40836","Cushman, S. A., Chase, M. and Griffin, C.",2005,"Elephants in space and time","Oikos","109","2","331-341"
"59263","Narendra, A., Reid, S. F. and Hemmi, J. M.",2010,"The twilight zone: ambient light levels trigger activity in primitive ants","Proceedings of the Royal Society B-Biological Sciences","277"," 1687 ","1531-1538"
"70809","Briski, E., Bailey, S. A., Casas-Monroy, O., DiBacco, C., Kaczmarska, I., Levings, C., MacGillivary, M. L., McKindsey, C. W., Nasmith, L. E., Parenteau, M., Piercey, G. E., Rochon, A., Roy, S., Simard, N., Villac, M. C., Weise, A. M. and MacIsaac, H. J.",2012,"Relationship between propagule pressure and colonization pressure in invasion ecology: a test with ships' ballast","Proceedings of the Royal Society B-Biological Sciences","279"," 1740 ","2990-2997"
"44743","Choh, Y., Kugimiya, S. and Takabayashi, J.",2006,"Induced production of extrafloral nectar in intact lima bean plants in response to volatiles from spider mite-infested conspecific plants as a possible indirect defense against spider mites","Oecologia","147","3","455-460"
"51876","He, T. H., Lamont, B. B., Krauss, S. L., Enright, N. J. and Miller, B. P.",2008,"Covariation between intraspecific genetic diversity and species diversity within a plant functional group","Journal of Ecology","96"," 5 ","956-961"
"53285","Allen, R. M., Buckley, Y. M. and Marshall, D. J.",2008,"Offspring size plasticity in response to intraspecific competition: An adaptive maternal effect across life-history stages","American Naturalist","171"," 2 ","225-237"
"50402","Ricketts, T. H., Regetz, J., Steffan-Dewenter, I., Cunningham, S. A., Kremen, C., Bogdanski, A., Gemmill-Herren, B., Greenleaf, S. S., Klein, A. M., Mayfield, M. M., Morandin, L. A., Ochieng, A. and Viana, B. F.",2008,"Landscape effects on crop pollination services: are there general patterns?","Ecology Letters","11"," 5 ","499-515"
"73431","Meadows, R.",2013,"California pot farms threaten salmon","Frontiers in Ecology and the Environment","11"," 1 ","5-5"
"52398","Eisenhauer, N. and Scheu, S.",2008,"Invasibility of experimental grassland communities: the role of earthworms, plant functional group identity and seed size","Oikos","117"," 7 ","1026-1036"
"53770","Underwood, J. N., Smith, L. D., van Oppen, M. J. H. and Gilmour, J. P.",2009,"Ecologically relevant dispersal of corals on isolated reefs: implications for managing resilience","Ecological Applications","19"," 1 ","18-29"
"72492","Sarma, V. V. S. S., Lenton, A., Law, R. M., Metzl, N., Patra, P. K., Doney, S., Lima, I. D., Dlugokencky, E., Ramonet, M. and Valsala, V.",2013,"Sea-air CO2 fluxes in the Indian Ocean between 1990 and 2009","Biogeosciences","10"," 11 ","7035-7052"
"45544","Wapstra, E., Uller, T., Pen, I., Komdeur, J., Olsson, M. and Shine, R.",2007,"Disentangling the complexities of vertebrate sex allocation: a role for squamate reptiles?","Oikos","116","6","1051-1057"
"48543","Delhey, K., Peters, A. and Kempenaers, B.",2007,"Cosmetic coloration in birds: Occurrence, function, and evolution","American Naturalist","169"," 1 ","S145-S158"
"61057","Dochtermann, N. A.",2010,"Behavioral syndromes: carryover effects, false discovery rates, and a priori hypotheses","Behavioral Ecology","21"," 3 ","437-439"
"55964","Hoffmann, D., Vierheilig, H., Riegler, P. and Schausberger, P.",2009,"Arbuscular mycorrhizal symbiosis increases host plant acceptance and population growth rates of the two-spotted spider mite Tetranychus urticae","Oecologia","158"," 4 ","663-671"
"42153","Sinkkonen, A.",2006,"Do autumn leaf colours serve as a reproductive insurance against sucking herbivores?","Oikos","113","3","557-562"
"76870","Silberbush, A., Tsurim, I., Margalith, Y. and Blaustein, L.",2014,"Interactive effects of salinity and a predator on mosquito oviposition and larval performance","Oecologia","175"," 2 ","565-575"
"62902","Sharp, A. and Pastor, J.",2011,"Stable limit cycles and the paradox of enrichment in a model of chronic wasting disease","Ecological Applications","21"," 4 ","1024-1030"
"52962","Boyko, A. R.",2008,"Optimal age difference cannot differ between monogamous males and females: a comment on Fieder and Huber","Biology Letters","4"," 1 ","82-82"
"73130","Ochoa, J. A., Rojas-Runjaic, F. J. M., Pinto-Da-Rocha, R. and Prendini, L.",2013,"Systematic Revision of the Neotropical Scorpion Genus Chactopsis Kraepelin, 1912 (Chactoidea: Chactidae), with Descriptions of Two New Genera and Four New Species","Bulletin of the American Museum of Natural History"," "," 378 ","1-121"
"39677","Leonard, M. L. and Horn, A. G.",2005,"Ambient noise and the design of begging signals","Proceedings of the Royal Society B-Biological Sciences","272","1563","651-656"
"76152","Bauerfeind, S. S. and Fischer, K.",2013,"Increased temperature reduces herbivore host-plant quality","Global Change Biology","19"," 11 ","3272-3282"
"71396","Zhao, B., Li, T., Shine, R. and Du, W. G.",2013,"Turtle embryos move to optimal thermal environments within the egg","Biology Letters","9"," 4 ",""
"46657","Paoli, G. D. and Curran, L. M.",2007,"Soil nutrients limit fine litter production and tree growth in mature lowland forest of Southwestern Borneo","Ecosystems","10"," 3 ","503-518"
"40995","Castillo, A., Magana, A., Pujadas, A., Martinez, L. and Godinez, C.",2005,"Understanding the interaction of rural people with ecosystems: A case study in a tropical dry forest of mexico","Ecosystems","8","6","630-643"
"47636","Jactel, H. and Brockerhoff, E. G.",2007,"Tree diversity reduces herbivory by forest insects","Ecology Letters","10"," 9 ","835-848"
"43241","Mann, N. I., Dingess, K. A. and Slater, P. J. B.",2006,"Antiphonal four-part synchronized chorusing in a Neotropical wren","Biology Letters","2","1","01-Apr"
"65322","Franke, A. and Clemmesen, C.",2011,"Effect of ocean acidification on early life stages of Atlantic herring (Clupea harengus L.)","Biogeosciences","8"," 12 ","3697-3707"
"44052","Groffman, P. M., Altabet, M. A., Bohlke, J. K., Butterbach-Bahl, K., David, M. B., Firestone, M. K., Giblin, A. E., Kana, T. M., Nielsen, L. P. and Voytek, M. A.",2006,"Methods for measuring denitrification: Diverse approaches to a difficult problem","Ecological Applications","16","6","2091-2122"
"66923","Wang, Y., Siemann, E., Wheeler, G. S., Zhu, L., Gu, X. and Ding, J. Q.",2012,"Genetic variation in anti-herbivore chemical defences in an invasive plant","Journal of Ecology","100"," 4 ","894-904"
"41472","Adams, V. M., Marsh, D. M. and Knox, J. S.",2005,"Importance of the seed bank for population viability and population monitoring in a threatened wetland herb","Biological Conservation","124","3","425-436"
"74953","Fredh, D., Brostrom, A., Rundgren, M., Lageras, P., Mazier, F. and Zillen, L.",2013,"The impact of land-use change on floristic diversity at regional scale in southern Sweden 600 BC-AD 2008","Biogeosciences","10"," 5 ","3159-3173"
"36711","Hakalahti, T., Hakkinen, H. and Valtonen, E. T.",2004,"Ectoparasitic Argulus coregoni (Crustacea : Branchiura) hedge their bets - studies on egg hatching dynamics","Oikos","107","2","295-302"
"77669","Lavelle, P., Rodriguez, N., Arguello, O., Bernal, J., Botero, C., Chaparro, P., Gomez, Y., Gutierrez, A., Hurtado, M. D., Loaiza, S., Pullido, S. X., Rodriguez, E., Sanabria, C., Velasquez, E. and Fonte, S. J.",2014,"Soil ecosystem services and land use in the rapidly changing Orinoco River Basin of Colombia","Agriculture Ecosystems & Environment","185"," ","106-117"
"76220","Bapst, D. W.",2013,"A stochastic rate-calibrated method for time-scaling phylogenies of fossil taxa","Methods in Ecology and Evolution","4"," 8 ","724-733"
"73742","Liu, H. M. and Huang, Q. Q.",2013,"Adoption and continued use of contour cultivation in the highlands of southwest China","Ecological Economics","91"," ","28-37"
"60628","Gilbert-Norton, L., Wilson, R., Stevens, J. R. and Beard, K. H.",2010,"A Meta-Analytic Review of Corridor Effectiveness","Conservation Biology","24"," 3 ","660-668"
"68615","Mayumi, K. and Polimeni, J. M.",2012,"Uranium reserve, nuclear fuel cycle delusion, CO2 emissions from the sea, and electricity supply: Reflections after the fuel meltdown of the Fukushima Nuclear Power Units","Ecological Economics","73"," ","1-6"
"65883","Conway-Cranos, L. L. and Doak, D. F.",2011,"Sampling errors create bias in Markov models for community dynamics: the problem and a method for its solution","Oecologia","167"," 1 ","199-207"
"40351","Giribet, G. and Dunlop, J. A.",2005,"First identifiable mesozoic harvestman (Opiliones : Dyspnoi) from Cretaceous Burmese amber","Proceedings of the Royal Society B-Biological Sciences","272","1567","1007-1013"
"53242","Arellano, L., Leon-Cortes, J. L. and Ovaskainen, O.",2008,"Patterns of abundance and movement in relation to landscape structure: a study of a common scarab (Canthon cyanellus cyanellus) in Southern Mexico","Landscape Ecology","23"," 1 ","69-78"
"61677","Blande, J. D., Holopainen, J. K. and Li, T.",2010,"Air pollution impedes plant-to-plant communication by volatiles","Ecology Letters","13"," 9 ","1172-1181"
"48720","Cleary, D. F. R., Boyle, T. J. B., Setyawati, T., Anggraeni, C. D., Van Loon, E. E. and Menken, S. B. J.",2007,"Bird species and traits associated with logged and unlogged forest in Borneo","Ecological Applications","17"," 4 ","1184-1197"
"78835","Almeida-Gomes, M., Lorini, M. L., Rocha, C. F. D. and Vieira, M. V.",2014,"Underestimation of Extinction Threat to Stream-Dwelling Amphibians due to Lack of Consideration of Narrow Area of Occupancy","Conservation Biology","28"," 2 ","616-619"
"49002","Boisvert, M. J., Veal, A. J. and Sherry, D. F.",2007,"Floral reward production is timed by an insect pollinator","Proceedings of the Royal Society B-Biological Sciences","274"," 1620 ","1831-1837"
"57385","Bazilchuk, N.",2009,"Solving the supermarket dilemma","Frontiers in Ecology and the Environment","7"," 5 ","236-236"
"58779","Robbins, C. T., Felicetti, L. A. and Florin, S. T.",2010,"The impact of protein quality on stable nitrogen isotope ratio discrimination and assimilated diet estimation","Oecologia","162"," 3 ","571-579"
"75543","Cole, M. A., Elliott, R. J. R. and Khemmarat, K.",2013,"Local exposure to toxic releases: Examining the role of ethnic fractionalization and polarisation","Ecological Economics","93"," ","249-259"
"48793","Cassey, P., Lockwood, J. L. and Fenn, K. H.",2007,"Using long-term occupancy information to inform the management of Cape Sable seaside sparrows in the Everglades","Biological Conservation","139"," 1-2 ","139-149"
"72314","Siegenthaler, A., Buttler, A., Grosvernier, P., Gobat, J. M., Nilsson, M. B. and Mitchell, E. A. D.",2013,"Factors modulating cottongrass seedling growth stimulation to enhanced nitrogen and carbon dioxide: compensatory tradeoffs in leaf dynamics and allocation to meet potassium-limited growth","Oecologia","171"," 2 ","557-570"
"45625","Verheyen, K., Vanhellemont, M., Stock, T. and Hermy, M.",2007,"Predicting patterns of invasion by black cherry (Prunus serotina Ehrh.) in Flanders (Belgium) and its impact on the forest understorey community","Diversity and Distributions","13","5","487-497"
"64289","Lee, A. J. and Zietsch, B. P.",2011,"Experimental evidence that women's mate preferences are directly influenced by cues of pathogen prevalence and resource scarcity","Biology Letters","7"," 6 ","892-895"
"59352","Morehouse, N. I., Nakazawa, T., Booher, C. M., Jeyasingh, P. D. and Hall, M. D.",2010,"Sex in a material world: why the study of sexual reproduction and sex-specific traits should become more nutritionally-explicit","Oikos","119"," 5 ","766-778"
"67928","Rafferty, A. R. and Reina, R. D.",2012,"Arrested embryonic development: a review of strategies to delay hatching in egg-laying reptiles","Proceedings of the Royal Society B-Biological Sciences","279"," 1737 ","2299-2308"
"75375","De Groot, R. S., Blignaut, J., van der Ploeg, S., Aronson, J., Elmqvist, T. and Farley, J.",2013,"Benefits of Investing in Ecosystem Restoration","Conservation Biology","27"," 6 ","1286-1293"
"38133","Visser, M. E. and Both, C.",2005,"Shifts in phenology due to global climate change: the need for a yardstick","Proceedings of the Royal Society B-Biological Sciences","272","1581","2561-2569"
"47219","Logan, J. A., Regniere, J., Gray, D. R. and Munson, A. S.",2007,"Risk assessment in the face of a changing environment: Gypsy moth and climate change in Utah","Ecological Applications","17"," 1 ","101-117"
"65667","Dobrowski, S. Z., Thorne, J. H., Greenberg, J. A., Safford, H. D., Mynsberge, A. R., Crimmins, S. M. and Swanson, A. K.",2011,"Modeling plant ranges over 75 years of climate change in California, USA: temporal transferability and species traits","Ecological Monographs","81"," 2 ","241-257"
"73126","Odgaard, M. V., Moeslund, J. E., Bocher, P. K., Dalgaard, T. and Svenning, J. C.",2013,"The relative importance of geophysical constraints, amenity values, and farm-related factors in the dynamics of grassland set-aside","Agriculture Ecosystems & Environment","164"," ","286-291"
"44268","Fletcher, R. J.",2006,"Emergent properties of conspecific attraction in fragmented landscapes","American Naturalist","168","2","207-219"
"59292","Murua, M., Espinoza, C., Bustamante, R., Marin, V. H. and Medel, R.",2010,"Does human-induced habitat transformation modify pollinator-mediated selection? A case study in Viola portalesia (Violaceae)","Oecologia","163"," 1 ","153-162"
"65424","Ferreira, V. and Chauvet, E.",2011,"Future increase in temperature more than decrease in litter quality can affect microbial litter decomposition in streams","Oecologia","167"," 1 ","279-291"
"65730","Deel, L.",2011,"A new Earth-observing satellite lifts off","Frontiers in Ecology and the Environment","9"," 10 ","540-540"
"44178","Gassman, P. W., Osei, E., Saleh, A., Rodecap, J., Norvell, S. and Williams, J.",2006,"Alternative practices for sediment and nutrient loss control on livestock farms in northeast Iowa","Agriculture Ecosystems & Environment","117"," 2-3 ","135-144"
"37694","Begossi, A., Hanazaki, N. and Ramos, R. M.",2004,"Food chain and the reasons for fish food taboos among Amazonian and Atlantic forest fishers (Brazil)","Ecological Applications","14","5","1334-1343"
"35900","Milligan, A. L., Putwain, P. D., Cox, E. S., Ghorbani, J., Le Duc, M. G. and Marrs, R. H.",2004,"Developing an integrated land management strategy for the restoration of moorland vegetation on Molinia caerulea-dominated vegetation for conservation purposes in upland Britain","Biological Conservation","119","3","371-385"
"73959","Laidre, M. E.",2013,"Eavesdropping foragers use level of collective commotion as public information to target high quality patches","Oikos","122"," 10 ","1505-1511"
"58817","Richard, E., Gaillard, J. M., Said, S., Hamann, J. L. and Klein, F.",2010,"High red deer density depresses body mass of roe deer fawns","Oecologia","163"," 1 ","91-97"
"42030","Strager, M. P. and Rosenberger, R. S.",2006,"Incorporating stakeholder preferences for land conservation: Weights and measures in spatial MCA","Ecological Economics","57","4","627-639"
"56451","Fontaine, C. M. and Rounsevell, M. D. A.",2009,"An agent-based approach to model future residential pressure on a regional landscape","Landscape Ecology","24"," 9 ","1237-1254"
"46151","Schweitzer, M. H., Wittmeyer, J. L. and Horner, J. R.",2007,"Soft tissue and cellular preservation in vertebrate skeletal elements from the Cretaceous to the present (vol 274, pg 183, 2006)","Proceedings of the Royal Society B-Biological Sciences","274","1629","3183-3183"
"37687","Bellingham, P. J., Duncan, R. P., Lee, W. G. and Buxton, R. P.",2004,"Seedling growth rate and survival do not predict invasiveness in naturalized woody plants in New Zealand","Oikos","106","2","308-316"
"34814","Vasconcelos, H. L. and Luizao, F. J.",2004,"Litter production and litter nutrient concentrations in a fragmented Amazonian landscape","Ecological Applications","14","3","884-892"
"77977","Hargreaves, A. L., Samis, K. E. and Eckert, C. G.",2014,"Are Species' Range Limits Simply Niche Limits Writ Large? A Review of Transplant Experiments beyond the Range","American Naturalist","183"," 2 ","157-173"
"43672","Jordan, F., Liu, W. C. and Davis, A. J.",2006,"Topological keystone species: measures of positional importance in food webs","Oikos","112","3","535-546"
"52133","Gerber, E., Krebs, C., Murrell, C., Moretti, M., Rocklin, R. and Schaffner, U.",2008,"Exotic invasive knotweeds (Fallopia spp.) negatively affect native plant and invertebrate assemblages in European riparian habitats","Biological Conservation","141"," 3 ","646-654"
"39608","Lopez, P. and Martin, J.",2005,"Female Iberian wall lizards prefer male scents that signal a better cell-mediated immune response","Biology Letters","1","4","404-406"
"68765","Lusiana, B., van Noordwijk, M. and Cadisch, G.",2012,"Land sparing or sharing? Exploring livestock fodder options in combination with land use zoning and consequences for livelihoods and net carbon stocks using the FALLOW model","Agriculture Ecosystems & Environment","159"," ","145-160"
"58298","Struve, J., Lorenzen, K., Blanchard, J., Borger, L., Bunnefeld, N., Edwards, C., Hortal, J., MacCall, A., Matthiopoulos, J., Van Moorter, B., Ozgul, A., Royer, F., Singh, N., Yesson, C. and Bernard, R.",2010,"Lost in space? Searching for directions in the spatial modelling of individuals, populations and species ranges","Biology Letters","6"," 5 ","575-578"
"42896","Noel, H. L., Hopkin, S. P., Hutchinson, T. H., Williams, T. D. and Sibly, R. M.",2006,"Population growth rate and carrying capacity for springtails Folsomia candida exposed to ivermectin","Ecological Applications","16","2","656-665"
"64144","Lukac, M., Milcu, A., Wildman, D., Anderson, R., Sloan, T. and Ineson, P.",2011,"Non-intrusive monitoring of atmospheric CO2 in analogue models of terrestrial carbon cycle","Methods in Ecology and Evolution","2"," 1 ","103-109"
"62075","Zhang, Z. J., Swaisgood, R. R., Zhang, S. N., Nordstrom, L. A., Wang, H. J., Gu, X. D., Hu, J. C. and Wei, F. W.",2011,"Old-growth forest is what giant pandas really need","Biology Letters","7"," 3 ","403-406"
"46106","Servanty, S., Gaillard, J. M., Allaine, D., Brandt, S. and Baubet, E.",2007,"Litter size and fetal sex ratio adjustment in a highly polytocous species: the wild boar","Behavioral Ecology","18","2","427-432"
"57951","Walker, R. E. D., Pastor, J. and Dewey, B. W.",2010,"Litter Quantity and Nitrogen Immobilization Cause Oscillations in Productivity of Wild Rice (Zizania palustris L.) in Northern Minnesota","Ecosystems","13"," 4 ","485-498"
"63711","Nelson-Flower, M. J., Hockey, P. A. R., O'Ryan, C., Raihani, N. J., du Plessis, M. A. and Ridley, A. R.",2011,"Monogamous dominant pairs monopolize reproduction in the cooperatively breeding pied babbler","Behavioral Ecology","22"," 3 ","559-565"
"47721","Hoyle, M., Hayter, K. and Cresswell, J. E.",2007,"Effect of pollinator abundance on self-fertilization and gene flow: Application to GM canola","Ecological Applications","17"," 7 ","2123-2135"
"73129","Ochoa-Hueso, R., Perez-Corona, M. E. and Manrique, E.",2013,"Impacts of Simulated N Deposition on Plants and Mycorrhizae from Spanish Semiarid Mediterranean Shrublands","Ecosystems","16"," 5 ","838-851"
"48964","Botha-Brink, J. and Modesto, S. P.",2007,"A mixed-age classed 'pelycosaur' aggregation from South Africa: earliest evidence of parental care in amniotes?","Proceedings of the Royal Society B-Biological Sciences","274"," 1627 ","2829-2834"
"47030","McGhee, K. E., Fuller, R. C. and Travis, J.",2007,"Male competition and female choice interact to determine mating success in the bluefin killifish","Behavioral Ecology","18"," 5 ","822-830"
"70478","Cramer, M. D.",2012,"Unravelling the limits to tree height: a major role for water and nutrient trade-offs","Oecologia","169"," 1 ","61-72"
"55797","Ji, X., Du, W. G., Qu, Y. F. and Lin, L. H.",2009,"Nonlinear continuum of egg size-number trade-offs in a snake: is egg-size variation fitness related?","Oecologia","159"," 4 ","689-696"
"58053","van Ruijven, J. and Berendse, F.",2010,"Diversity enhances community recovery, but not resistance, after drought","Journal of Ecology","98"," 1 ","81-86"
"70707","Cahenzli, F. and Erhardt, A.",2012,"Enhancing offspring quality or quantity? Different ways for using nectar amino acids in female butterflies","Oecologia","169"," 4 ","1005-1014"
"39963","Jerde, C. L. and Visscher, D. R.",2005,"GPS measurement error influences on movement model parameterization","Ecological Applications","15","3","806-810"
"59952","Krkosek, M.",2010,"Sea lice and salmon in Pacific Canada: ecology and policy","Frontiers in Ecology and the Environment","8"," 4 ","201-209"
"38587","Sergio, F., Blas, J., Forero, M., Fernandez, N., Donazar, J. A. and Hiraldo, F.",2005,"Preservation of wide-ranging top predators by site-protection: Black and red kites in Donana National Park","Biological Conservation","125","1","Nov-21"
"72280","Skinner, R. H.",2013,"Nitrogen fertilization effects on pasture photosynthesis, respiration, and ecosystem carbon content","Agriculture Ecosystems & Environment","172"," ","35-41"
"40976","Champ, P. A., Alberini, A. and Correas, I.",2005,"Using contingent valuation to value a noxious weeds control program: the effects of including an unsure response category","Ecological Economics","55","1","47-60"
"50833","Neuhofer, D., Wohlgemuth, S., Stumpner, A. and Ronacher, B.",2008,"Evolutionarily conserved coding properties of auditory neurons across grasshopper species","Proceedings of the Royal Society B-Biological Sciences","275"," 1646 ","1965-1974"
"75094","Fallow, P. M., Pitcher, B. J. and Magrath, R. D.",2013,"Alarming features: birds use specific acoustic properties to identify heterospecific alarm calls","Proceedings of the Royal Society B-Biological Sciences","280"," 1754 ",""
"52099","Gillespie, D. O. S., Russell, A. F. and Lummaa, V.",2008,"When fecundity does not equal fitness: evidence of an offspring quantity versus quality trade-off in pre-industrial humans","Proceedings of the Royal Society B-Biological Sciences","275"," 1635 ","713-722"
"74194","Kaeriyama, H., Ambe, D., Shimizu, Y., Fujimoto, K., Ono, T., Yonezaki, S., Kato, Y., Matsunaga, H., Minami, H., Nakatsuka, S. and Watanabe, T.",2013,"Direct observation of Cs-134 and Cs-137 in surface seawater in the western and central North Pacific after the Fukushima Dai-ichi nuclear power plant accident","Biogeosciences","10"," 6 ","4287-4295"
"38918","Radeloff, V. C., Hammer, R. B. and Stewart, S. I.",2005,"Rural and suburban sprawl in the US Midwest from 1940 to 2000 and its relation to forest fragmentation","Conservation Biology","19","3","793-805"
"41592","Wolfe, B. E., Weishampel, P. A. and Klironomos, J. N.",2006,"Arbuscular mycorrhizal fungi and water table affect wetland plant community composition","Journal of Ecology","94","5","905-914"
"43816","Holway, D. A. and Suarez, A. V.",2006,"Homogenization of ant communities in mediterranean California: The effects of urbanization and invasion","Biological Conservation","127","3","319-326"
"44851","Caccianiga, M., Luzzaro, A., Pierce, S., Ceriani, R. M. and Cerabolini, B.",2006,"The functional basis of a primary succession resolved by CSR classification","Oikos","112","1","Oct-20"
"39475","McCann, L., Colby, B., Easter, K. W., Kasterine, A. and Kuperan, K. V.",2005,"Transaction cost measurement for evaluating environmental policies","Ecological Economics","52","4","527-542"
"73945","Land, P. E., Shutler, J. D., Cowling, R. D., Woolf, D. K., Walker, P., Findlay, H. S., Upstill-Goddard, R. C. and Donlon, C. J.",2013,"Climate change impacts on sea-air fluxes of CO2 in three Arctic seas: a sensitivity study using Earth observation","Biogeosciences","10"," 12 ","8109-8128"
"40374","Gewin, V.",2005,"Grazing raises land-use debate","Frontiers in Ecology and the Environment","3","10","523-523"
